CODIGO_ACCIDENTE,FECHA,GRAVEDAD,CLASE,CHOQUE,DIRECCION,CODIGO_LOCALIDAD
10491462,23/07/2019,3,1,1.0,AK 30-CL 26 2,13
10491783,26/07/2019,2,1,1.0,KR 26-CL 94A 02,12
10491767,26/07/2019,2,2,,KR 140C-CL 132A 66,11
10492006,27/07/2019,2,1,1.0,KR 88C-CL 51A S 02,7
10492094,28/07/2019,3,1,1.0,KR 14-CL 37 S 02,18
10492092,28/07/2019,3,1,1.0,CL 39-KR 68GBIS S 2,8
10492158,29/07/2019,2,2,,KR 80-CL 45A S 02,8
10492177,30/07/2019,2,2,,CL 83-KR 95D 02,10
10492263,31/07/2019,2,1,1.0,KR 68-CL 17 S 02,16
10492523,02/08/2019,2,1,1.0,AV AVENIDA CIUDAD DE CALI-CL 41 05,8
10492601,02/08/2019,3,1,1.0,CL 6-KR 27 29,14
10492504,02/08/2019,2,1,1.0,KR 7-CL 89 02,2
10492745,04/08/2019,3,1,1.0,CL 161-KR 8F 02,1
10492754,05/08/2019,3,1,1.0,AV AVENIDA BOYACA-CL 127B 02,11
10493203,08/08/2019,3,1,1.0,KR 20A-CL 172 2,1
10493160,10/08/2019,2,1,1.0,CL 63-KR 93 02,10
10493387,10/08/2019,3,1,1.0,KR 68-CL 3 2,16
10493566,13/08/2019,2,2,,CL 60-KR 9 2,2
10494502,18/08/2019,3,1,1.0,KR 30-CL 38A S 02,16
10494382,21/08/2019,3,1,1.0,KR 30-CL 45A 02,13
10494438,21/08/2019,3,1,1.0,CL 72-KR 102 2,10
10494759,22/08/2019,3,1,1.0,CL 34-KR 5 90,3
10494523,23/08/2019,2,1,1.0,AV AVENIDA CIUDAD DE VILLAVICENCIO-AV AVENIDA PRIMERO DE MAYO 2,8
10494592,23/08/2019,2,2,,CL 48-KR 25 S 2,6
10494801,24/08/2019,3,1,1.0,CL 192-KR 9 20,1
10494977,26/08/2019,3,1,1.0,CL 116-KR 9 75,1
10495127,27/08/2019,3,1,1.0,CL 53-KR 60 2,13
10495148,28/08/2019,3,1,4.0,KR 60-CL 62 02,13
10495067,29/08/2019,2,4,,CL 48C-KR 5P S 2,18
10495214,29/08/2019,2,1,1.0,CL 100-KR 57 2,12
10495270,30/08/2019,2,1,1.0,CL 44-KR 25A S 02,18
10495254,30/08/2019,3,1,1.0,DG 2-AK 78 2,8
10495478,31/08/2019,3,1,1.0,DG 73F-KR 79C S 17,7
10495728,04/09/2019,2,1,1.0,CL 24-KR 70B S 2,8
10495934,04/09/2019,3,1,1.0,KR 68D-CL 13 02,9
10495912,04/09/2019,3,1,1.0,CL 12-KR 15 43,14
10496058,06/09/2019,3,1,1.0,CL 79-KR 113A 02,10
10496166,06/09/2019,3,1,1.0,TR 85G-CL 24C 59,9
10496465,09/09/2019,3,1,1.0,CL 74-KR 27A 2,13
10496425,09/09/2019,3,1,1.0,KR 19A-CL 134A 2,1
10496648,11/09/2019,3,1,1.0,CL 22-KR 6 S 02,4
10496595,11/09/2019,3,1,1.0,KR 103A-CL 22 02,9
10497039,16/09/2019,2,1,1.0,KR 10-CL 14 S 2,4
10497191,16/09/2019,2,2,,CL 26-KR 73 S 02,8
10497150,16/09/2019,3,1,1.0,AV AVENIDA DEL SUR-CL 62G 2,7
10497382,17/09/2019,2,2,,CL 100-KR 21 02,1
10497274,18/09/2019,2,1,1.0,CL 73-KR 18BBIS S 2,19
10497405,19/09/2019,3,1,4.0,TR 69B-CL 9D 40,8
10497536,20/09/2019,3,1,1.0,KR 45-CL 209 2,1
10497660,21/09/2019,3,1,1.0,AV AVENIDA BOYACA-CL 25 2,9
10497819,22/09/2019,2,1,4.0,AV AVENIDA CIUDAD DE CALI-AC 12 2,8
10498293,22/09/2019,3,1,1.0,CL 19-KR 36 2,16
10497917,24/09/2019,3,1,1.0,AV AVENIDA DEL SUR-CL 63 S 2,7
10497870,24/09/2019,2,2,,CL 45A-KR 59A S 2,6
10497925,24/09/2019,3,1,1.0,AV AVENIDA SUBA-CL 127 02,11
10498028,25/09/2019,3,1,1.0,AV AVENIDA CIUDAD DE CALI-CL 52 S 02,7
10498275,27/09/2019,3,1,1.0,CL 68B-KR 74A 2,10
10498412,28/09/2019,3,1,1.0,AV AVENIDA PASEO DE LOS LIBERTADORES-CL 182 02,1
10498326,28/09/2019,3,1,1.0,CL 116-KR 50 2,11
10498692,02/10/2019,3,1,1.0,KR 7-CL 195 02,1
10498903,04/10/2019,3,1,1.0,CL 129-KR 7BBIS 02,1
10499020,04/10/2019,3,1,1.0,CL 32-KR 8 S 2,4
10498938,05/10/2019,2,1,1.0,CL 1F-KR 32B 2,16
10499140,06/10/2019,3,1,1.0,CL 72-KR 70 02,10
10499204,07/10/2019,3,1,1.0,KR 68-CL 19 02,16
10499707,11/10/2019,3,1,1.0,CL 94C-KR 57 02,12
10499727,11/10/2019,3,1,1.0,KR 7-CL 73 02,2
10499873,13/10/2019,3,1,1.0,KR 11-CL 84 2,2
10499896,15/10/2019,3,1,1.0,AV AVENIDA CIUDAD DE CALI-CL 12 02,8
10500001,15/10/2019,3,1,1.0,KR 7-CL 94 02,2
10500235,18/10/2019,2,1,1.0,KR 86-CL 53 S 2,7
10500264,18/10/2019,1,2,,AV AVENIDA CUIDAD DE VILLAVICENCIO-KR 43 2,19
10500270,19/10/2019,2,2,,KR 30-CL 24 02,14
10500247,19/10/2019,2,1,1.0,KR 86-CL 24 2,9
10500662,22/10/2019,2,2,,KR 106-CL 75B 2,10
10500556,22/10/2019,3,1,1.0,KR 24-CL 1 2,14
10500618,23/10/2019,3,1,1.0,AV AVENIDA CARACAS-KR 31B 2,3
10500942,25/10/2019,3,1,1.0,KR 7-CL 123 2,1
10501370,26/10/2019,3,1,1.0,CL 181C-KR 11 29,1
10500973,26/10/2019,3,1,1.0,KR 86F-CL 42A S 22,8
10501157,28/10/2019,2,1,1.0,DG 183A-KR 4 02,1
10501724,01/11/2019,3,1,1.0,KR 73-CL 1 2,8
10501889,02/11/2019,3,1,1.0,CL 43-KR 81B S 2,8
10501996,05/11/2019,3,1,1.0,CL 24-KR 43 02,13
10501765,05/11/2019,2,1,1.0,AK 68-CL 39I S 25,16
10502126,07/11/2019,3,3,,KR 160-CL 138A 2,11
10502184,07/11/2019,3,1,1.0,CL 9-KR 72B 02,8
10502290,08/11/2019,2,1,1.0,CL 132D-KR 140 02,11
10502491,10/11/2019,3,1,1.0,CL 62D-KR 72 S 02,19
10502432,12/11/2019,2,1,1.0,CL 46-KR 13G S 02,18
10502922,14/11/2019,3,1,1.0,CL 3-KR 10 2,17
10502825,15/11/2019,2,1,1.0,AV AVENIDA DE LAS AMERICAS-KR 43 02,16
10503017,16/11/2019,3,1,1.0,KR 76-CL 140 12,11
10503142,18/11/2019,3,1,1.0,AV AVENIDA DEL SUR-KR 71 02,7
10503318,19/11/2019,2,6,,CL 80-KR 69R 02,10
10503316,19/11/2019,2,2,,KR 92-CL 65 S 2,7
10503776,24/11/2019,3,1,1.0,KR 54-CL 47A S 02,6
10503659,25/11/2019,2,3,,CL 170-KR 49 02,11
10503824,25/11/2019,3,1,1.0,KR 14D-CL 33BIS S 02,18
10503808,25/11/2019,3,1,1.0,AV AVENIDA BOYACA-CL 9 02,8
10504084,28/11/2019,2,4,,AC 13-KR 116 02,9
10504252,29/11/2019,3,1,1.0,KR 72-CL 2A S 2,8
10504316,29/11/2019,3,1,1.0,AV AVENIDA BOYACA-CL 167 02,11
10504072,29/11/2019,2,1,1.0,KR 14-CL 57 02,13
10504384,30/11/2019,3,1,1.0,CL 5A-KR 59 02,16
10504389,30/11/2019,3,1,1.0,KR 45-CL 245 02,1
10504217,01/12/2019,2,1,1.0,CL 167-KR 48 2,11
10504588,02/12/2019,3,1,1.0,CL 17-KR 104B 02,9
10504524,02/12/2019,3,1,1.0,AV AVENIDA CARACAS-AC 13 2,3
10504364,02/12/2019,2,2,,DG 51A-KR 31 S 2,18
10504687,03/12/2019,3,1,1.0,KR 71DBIS-CL 6 S 2,8
10504735,03/12/2019,3,1,1.0,CL 93-KR 18 2,2
10504546,03/12/2019,3,1,1.0,CL 27A-KR 8A S 2,4
10505009,06/12/2019,3,1,1.0,KR 20-CL 80BIS 2,12
10505303,09/12/2019,3,1,1.0,AC 24-KR 81C 2,9
10505338,09/12/2019,3,1,1.0,KR 50-CL 17 02,16
10505339,09/12/2019,3,1,1.0,CL 63-KR 93 2,10
10505347,09/12/2019,3,1,1.0,AV AVENIDA BOYACA-CL 70 2,10
10505857,13/12/2019,3,1,1.0,KR 45-CL 176 2,1
10505933,14/12/2019,3,1,1.0,CL 17A-KR 57 41,16
10505950,15/12/2019,3,1,1.0,CL 13-KR 128 2,9
10505609,15/12/2019,2,1,1.0,AV AVENIDA CIUDAD DE VILLAVICENCIO-AV AVENIDA PRIMERA DE MAYO 02,8
10506189,17/12/2019,3,1,1.0,AV AVENIDA CIUDAD DE CALI-CL 42A S 02,8
10506167,17/12/2019,3,1,1.0,KR 86-CL 64F 2,10
10505884,17/12/2019,2,1,1.0,KR 89-CL 58A S 2,7
10506353,20/12/2019,2,1,1.0,AV AVENIDA PRIMERA DE MAYO-CL 46A S 02,8
10507446,20/12/2019,3,1,1.0,KR 86-CL 72 2,10
10506937,23/12/2019,3,1,1.0,KR 14-CL 76 S 02,5
10506838,23/12/2019,3,1,4.0,CL 48TBIS-KR 2F S 2,18
10507136,26/12/2019,3,1,1.0,CL 26-KR 38A 02,13
10506882,26/12/2019,2,1,1.0,AV AVENIDA BOYACA-CL 19 2,9
10507400,31/12/2019,3,1,1.0,AV AVENIDA SUBA-KR 103 2,11
10507624,03/01/2020,3,1,1.0,CL 22C-KR 68F 02,9
10507723,07/01/2020,3,1,1.0,AV AVENIDA DE LAS AMERICAS-KR 80 2,8
10507785,08/01/2020,2,2,,AV AVENIDA DEL SUR-KR 50 02,16
10508005,10/01/2020,2,3,,KR 30-CL 49A 10,13
10509816,11/01/2020,3,1,1.0,CL 63-KR 96 02,10
10508147,13/01/2020,3,1,1.0,AV AVENIDA CIUDAD DE CALI-CL 26 02,9
10508190,13/01/2020,2,3,,KR 22-CL 48C S 02,6
10509831,15/01/2020,3,1,1.0,CL 52A-KR 85B 02,10
10508744,19/01/2020,3,1,1.0,CL 9-KR 81A 26,8
10508538,20/01/2020,2,1,1.0,KR 24-CL 63 02,13
10508931,22/01/2020,2,1,1.0,CL 6-KR 14 02,14
10508935,23/01/2020,2,2,,KR 30-CL 63F 02,12
10509164,24/01/2020,3,1,1.0,CL 116-KR 70C 04,11
10509367,25/01/2020,3,1,1.0,AV AVENIDA DEL SUR-KR 63 40,6
10509607,30/01/2020,3,1,1.0,KR 15-CL 127 02,1
10509918,01/02/2020,3,1,1.0,KR 25-CL 51A S 2,6
10510023,01/02/2020,3,1,1.0,KR 59-CL 131 02,11
10510156,05/02/2020,3,1,1.0,KR 13-CL 140 02,1
10510929,07/02/2020,3,1,1.0,CL 62-KR 87 S 2,7
10510633,08/02/2020,3,1,1.0,CL 66-KR 74B 33,10
10510641,08/02/2020,3,1,1.0,CL 45A-KR 53N S 59,6
10510622,11/02/2020,2,4,,AV AVENIDA CIUDAD DE QUITO-CL 45A 2,13
10510895,12/02/2020,2,1,1.0,CL 91-KR 5A S 2,5
10511078,13/02/2020,3,1,1.0,KR 70-CL 72 02,10
10511261,16/02/2020,3,1,1.0,KR 11-CL 82 2,2
10511251,17/02/2020,2,1,1.0,CL 128A-KR 91B 2,11
10512872,18/02/2020,3,1,1.0,AK 45-CL 100 2,1
10511447,19/02/2020,2,1,1.0,CL 6-KR 72C 2,8
10511697,21/02/2020,3,1,1.0,KR 114-CL 80 02,10
10512036,23/02/2020,3,1,1.0,CL 57R-KR 63 S 2,7
10512075,26/02/2020,3,1,1.0,AK 45-CL 223 2,1
10512301,28/02/2020,2,1,1.0,CL 142-KR 13 60,1
10512530,28/02/2020,3,1,1.0,CL 147-KR 95 28,11
10512587,29/02/2020,3,1,1.0,KR 86-CL 55 S 02,7
10512754,02/03/2020,3,1,1.0,CL 63-KR 97 02,10
10512916,03/03/2020,3,1,1.0,KR 6-CL 54 2,2
10512788,03/03/2020,3,1,1.0,KR 45-CL 222 2,1
10512856,03/03/2020,2,1,1.0,KR 65-CL 12 2,16
10512973,05/03/2020,2,1,1.0,KR 19-CL 67 2,12
10513065,05/03/2020,3,1,1.0,AV AVENIDA CIUDAD DE CALI-KR 93 02,11
10513079,05/03/2020,3,1,1.0,CL 63-KR 60 2,12
10513179,05/03/2020,3,1,1.0,CL 9-KR 72B 02,8
10512964,05/03/2020,2,2,,CL 136-KR 3A S 48,5
10513130,06/03/2020,2,1,1.0,KR 72-CL 2 2,8
10513250,07/03/2020,2,1,1.0,CL 78-KR 80J S 2,7
10513486,08/03/2020,3,1,1.0,KR 62B-CL 57D S 02,19
10513502,10/03/2020,3,1,1.0,KR 54-CL 64A 45,12
10513738,12/03/2020,3,1,1.0,CL 13-KR 86 2,9
10514758,18/03/2020,2,1,1.0,AV AVENIDA CIRCUNVALAR-CL 32 02,3
10514263,18/03/2020,3,1,1.0,AV AVENIDA DE LAS AMERICAS-KR 32A 2,16
10514396,19/03/2020,2,1,1.0,KR 48-CL 100 02,12
10514692,25/03/2020,3,1,1.0,CL 1-KR 13A 38,3
10521197,26/03/2020,3,1,1.0,KR 27-CL 3 02,14
10514398,06/04/2020,2,3,,CL 26-KR 33 2,13
10514501,13/04/2020,2,1,1.0,KR 1-CL 84 S 2,5
10514513,15/04/2020,2,1,1.0,KR 45-CL 159 2,1
10514590,20/04/2020,2,1,1.0,AV AVENIDA CIUDAD DE CALI-CL 6D 02,8
10514996,21/04/2020,3,1,1.0,KR 72-CL 7 02,8
10515047,25/04/2020,2,1,1.0,KR 79-CL 26 S 78,9
10515007,25/04/2020,3,1,1.0,CL 13B-KR 81 89,8
10515262,02/05/2020,3,1,4.0,KR 7-CL 34 02,3
10515367,04/05/2020,3,1,1.0,DG 20-KR 22 S 02,15
10515244,04/05/2020,2,1,1.0,CL 163-KR 11 2,1
10515370,07/05/2020,3,1,4.0,KR 88B-CL 52 S 69,7
10515683,10/05/2020,3,1,4.0,CL 64F-KR 111 65,10
10515480,11/05/2020,2,1,1.0,TR 21A-CL 22A S 02,15
10515466,11/05/2020,2,1,1.0,CL 6-KR 86 02,8
10515687,11/05/2020,3,1,1.0,KR 59-CL 24 2,13
10515783,12/05/2020,3,1,1.0,KR 27-CL 75A 2,12
10515798,18/05/2020,3,1,1.0,AV AVENIDA BOYACA-CL 8 02,8
10515738,20/05/2020,2,1,1.0,CL 127A-KR 78 2,11
10516012,24/05/2020,3,1,1.0,KR 91-CL 97 2,10
10516364,26/05/2020,3,1,1.0,CL 12B-KR 9 2,17
10516188,27/05/2020,3,1,1.0,KR 68-CL 17 2,16
10516628,01/06/2020,3,1,1.0,CL 59-KR 78H S 02,7
10516186,02/06/2020,2,1,1.0,AV AVENIDA CARACAS-AC 33 S 2,18
10516949,05/06/2020,3,1,1.0,KR 30-CL 11 S 2,16
10517015,07/06/2020,3,1,1.0,AV AVENIDA BOYACA-KR 24 02,6
10517135,09/06/2020,3,1,1.0,CL 27-KR 6 S 2,4
10516689,11/06/2020,2,1,1.0,AC 6-KR 49 33,16
10516742,12/06/2020,2,1,1.0,CL 1G-KR 28 02,14
10517683,13/06/2020,3,1,1.0,CL 76A-KR 90BIS 02,10
10517036,16/06/2020,3,1,1.0,KR 30-CL 45 30,13
10516932,19/06/2020,2,1,1.0,KR 85A-CL 44 S 09,8
10518954,20/06/2020,3,1,1.0,CL 64B-KR 17B S 02,19
10520774,27/06/2020,3,1,1.0,CL 54-KR 37A 02,6
10517372,28/06/2020,2,2,,CL 68-KR 51 S 2,19
10521127,30/06/2020,3,1,1.0,CL 151-KR 13 50,1
10517629,05/07/2020,2,1,1.0,AC 127-KR 93 2,11
10521449,05/07/2020,3,1,1.0,AV AVENIDA BOYACA-CL 39B S 02,8
10519091,06/07/2020,3,1,1.0,KR 86-CL 53A S 02,7
10522084,08/07/2020,3,1,1.0,KR 18-CL 11 38,14
10517891,11/07/2020,2,2,,CL 133-KR 156A 2,11
10520469,19/07/2020,3,1,1.0,AV AVENIDA CIUDAD DE CALI-CL 34 S 02,8
10521978,21/07/2020,3,1,4.0,CL 73A-KR 49C S 03,19
10518123,21/07/2020,2,1,1.0,KR 72-CL 8 02,8
10518127,23/07/2020,3,1,1.0,CL 6D-KR 87 02,8
10520736,24/07/2020,2,1,1.0,CL 17-KR 6 S 02,4
10518279,28/07/2020,2,1,1.0,KR 80-CL 2 51,8
10523157,29/07/2020,3,1,1.0,CL 57R-KR 75 S 02,7
10518306,30/07/2020,2,2,,CL 52A-KR 0 SE 41,18
10518369,01/08/2020,2,1,1.0,AV AVENIDA PRIMERA DE MAYO-KR 12D 02,15
10522609,02/08/2020,3,1,1.0,KR 30-CL 3 02,16
10518603,05/08/2020,2,1,1.0,KR 68-CL 76A 02,12
10518448,05/08/2020,2,1,1.0,KR 92-CL 165 34,11
10518547,06/08/2020,2,1,1.0,CL 139-TR 127 2,11
10518536,08/08/2020,2,1,1.0,KR 7-CL 146 02,1
10518626,10/08/2020,2,3,,CL 24-KR 95A 2,9
10518656,12/08/2020,2,1,1.0,KR 15-CL 87 2,2
10520788,12/08/2020,3,1,1.0,KR 7-CL 146 02,1
10520796,12/08/2020,3,1,1.0,CL 53-KR 25 53,13
10518777,15/08/2020,2,1,1.0,AV AVENIDA CIUDAD DE CALI-CL 33 S 44,8
10518708,18/08/2020,2,1,1.0,KR 72G-CL 39I S 02,8
10521585,18/08/2020,3,1,1.0,KR 81J-CL 46 02,8
10535463,19/08/2020,3,1,1.0,CL 140 - KR 15  02,1
10523605,20/08/2020,3,1,1.0,KR 52-CL 38 S 02,16
10523599,21/08/2020,3,1,1.0,KR 51-CL 58A S 02,19
10519018,24/08/2020,2,1,1.0,AV AVENIDA BOYACA-KR 24 02,6
10519112,25/08/2020,2,2,,KR 15-CL 6A ES 12,4
10524086,28/08/2020,3,1,1.0,CL 33-KR 15 S 02,15
10519175,28/08/2020,2,1,1.0,AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 78 02,8
10524212,04/09/2020,3,1,1.0,CL 165-KR 8 02,1
10522000,05/09/2020,2,1,1.0,CL 71C-KR 78C S 02,7
10533428,08/09/2020,2,1,1.0,KR 58 - CL 129  02,11
10519289,09/09/2020,2,2,,KR 5D-CL 188C 02,1
10519488,10/09/2020,2,2,,KR 10-CL 32 S 2,4
10520007,10/09/2020,3,1,1.0,KR 45-CL 200 02,1
10519390,10/09/2020,2,1,1.0,CL 163B-KR 48 02,11
10519441,12/09/2020,2,2,,KR 83-CL 71B 02,10
10519688,15/09/2020,3,3,,CL 80-KR 69 2,10
10520309,18/09/2020,3,1,1.0,KR 35A-CL 53A S 02,6
10521083,25/09/2020,2,1,1.0,CL 68-KR 29A 02,12
10520867,25/09/2020,2,1,1.0,CL 24-KR 123B 02,9
10521845,01/10/2020,2,1,1.0,KR 30-CL 2C 02,14
10522135,01/10/2020,3,1,1.0,KR 24-CL 1F 02,14
10521890,02/10/2020,2,1,1.0,CL 66A-KR 86 02,10
10523527,10/10/2020,3,1,1.0,CL 60-KR 77G S 02,7
10523874,10/10/2020,3,1,1.0,CL 26-KR 68C 2,9
10524255,14/10/2020,3,1,1.0,KR 106-CL 15A 2,9
10524481,15/10/2020,3,1,1.0,KR 30-CL 72 02,12
10524095,18/10/2020,2,1,1.0,KR 124-CL 130F 02,11
10524106,19/10/2020,2,2,,KR 17DBIS-DG 64ABIS S 02,19
10525117,24/10/2020,3,1,1.0,AV AVENIDA DEL SUR-CL 59A S 50,19
10525212,25/10/2020,3,1,1.0,CL 186-KR 8C 02,1
10525252,26/10/2020,3,1,1.0,CL 183-KR 16 02,1
10525406,28/10/2020,3,1,1.0,CL 13-KR 108 02,9
10525434,29/10/2020,3,1,1.0,KR 52A-CL 26 S 02,16
10525463,29/10/2020,3,1,1.0,CL 116-KR 71C 02,11
10525473,30/10/2020,2,4,,KR 68-CL 99A 02,12
10525585,30/10/2020,2,1,1.0,KR 19-CL 63C 02,12
10525508,30/10/2020,3,1,1.0,KR 86-CL 14 02,8
10525825,01/11/2020,3,1,1.0,KR 93D-CL 71 S 49,7
10525796,01/11/2020,3,1,1.0,CL 57R-KR 64 S 02,6
10525676,03/11/2020,2,1,1.0,AV AVENIDA BOYACA-DG 51 S 02,6
10526039,05/11/2020,2,1,1.0,TR 34-CL 75B S 33,19
10526264,08/11/2020,2,1,1.0,KR 7-CL 53 02,2
10533625,10/11/2020,2,1,1.0,TV 42 - CL 12 B  02,16
10526410,10/11/2020,2,1,1.0,CL 62-KR 19G S 02,19
10526434,11/11/2020,2,4,,KR 72-CL 12B 02,8
10526946,16/11/2020,3,1,1.0,CL 56A-KR 25 S 02,19
10527025,17/11/2020,3,1,1.0,KR 18V-CL 68C S 02,19
10527022,18/11/2020,3,1,1.0,CL 80-KR 72 02,10
10527191,19/11/2020,3,1,1.0,CL 26-KR 84 02,9
10527046,20/11/2020,2,1,1.0,CL 138-KR 72 02,11
10527728,26/11/2020,3,1,1.0,KR 68-CL 44 02,13
10533129,30/11/2020,2,1,1.0,CL 1 G - KR 26 A  02,15
10528395,04/12/2020,3,1,1.0,KR 45-CL 94 02,2
10528544,04/12/2020,3,1,1.0,CL 81-KR 6 S 02,5
10528612,04/12/2020,3,1,1.0,KR 7-CL 148 02,1
10528420,04/12/2020,3,1,1.0,KR 110-CL 79A 02,10
10533127,05/12/2020,2,1,1.0,CL 5 S- KR 11  S 24,15
10528527,06/12/2020,3,1,1.0,KR 17-CL 59 02,13
10528726,08/12/2020,3,1,1.0,AV AVENIDA BOYACA-CL 9 02,8
10528758,09/12/2020,3,1,1.0,CL 11-KR 4 SE 02,4
10529347,09/12/2020,3,1,4.0,KR 7-CL 222 02,1
10528922,13/12/2020,2,1,1.0,CL 139-KR 103C 99,11
10529122,13/12/2020,3,1,1.0,CL 17-KR 137A 02,9
10529276,15/12/2020,3,1,1.0,KR 68-CL 78 02,12
10529408,17/12/2020,3,1,4.0,KR 60-CL 9 02,16
10529684,18/12/2020,3,1,1.0,CL 12A-KR 42B 02,16
10529511,19/12/2020,3,1,1.0,KR 80-CL 2 51,8
10529639,21/12/2020,3,1,1.0,KR 123-CL 17 02,9
10529718,22/12/2020,3,1,1.0,KR 30-CL 40A 02,13
10530144,22/12/2020,3,1,1.0,DG 45A-KR 60F S 02,6
10530133,24/12/2020,3,1,1.0,KR 30-CL 15 02,16
10529963,24/12/2020,2,1,1.0,AK 30-CL 27 S 46,15
